0,0
1,4
2,8
3,12
4,15
5,19
6,22
7,25
8,28
9,32
10,35
11,37
12,38
13,40
14,42
15,45
16,48
17,49
18,50
19,53
20,55
21,56
22,57
23,59
24,60
25,62
26,62
27,63
28,64
29,66
30,68
31,70
32,72
33,74
34,76
35,77
36,78
37,79
38,79
39,81
40,81
41,83
42,84
43,85
44,85
45,87
46,87
47,87
48,88
49,88
50,89
51,90
52,92
53,94
54,95
55,96
56,97
57,98
58,99
59,99
60,101
61,101
62,101
63,102
64,104
65,104
66,106
67,107
68,107
69,107
70,107
71,107
72,107
73,108
74,108
75,108
76,108
77,108
78,108
79,108
80,108
81,109
82,109
83,109
84,109
85,110
86,110
87,110
88,111
89,111
90,112
91,113
92,113
93,113
94,113
95,113
96,113
97,113
98,113
99,113
100,113
101,113
102,113
103,113
104,113
105,113
106,113
107,114
108,114
109,114
110,114
111,114
112,114
113,114
114,114
115,114
116,114
117,114
118,114
119,115
120,115
121,115
122,115
123,115
124,115
125,115
126,115
127,115
128,115
129,115
130,115
131,115
132,115
133,115
134,115
135,116
136,116
137,116
138,117
139,117
140,117
141,117
142,117
143,117
144,117
145,118
146,118
147,118
148,118
149,118
150,118
151,118
152,118
153,118
154,118
155,118
156,118
157,118
158,118
159,118
160,118
161,118
162,118
163,118
164,118
165,119
166,119
167,119
168,119
169,119
170,119
171,119
172,119
173,119
174,119
175,119
176,119
177,119
178,119
179,119
180,119
181,119
182,120
183,121
184,121
185,121
186,121
187,121
188,121
189,121
190,121
191,121
192,121
193,121
194,121
195,121
196,121
197,121
198,121
199,121
200,122
201,122
202,122
203,122
204,122
205,122
206,122
207,122
208,122
209,122
210,122
211,122
212,122
213,122
214,122
215,122
216,122
217,122
218,122
219,122
220,122
221,122
222,122
223,122
224,122
225,122
226,122
227,122
228,122
229,122
230,122
231,122
232,122
233,122
234,122
235,122
236,122
237,122
238,122
239,122
240,122
241,122
242,122
243,122
244,122
245,122
246,122
247,122
248,122
249,122
250,122
251,122
252,122
253,122
254,122
255,122
256,122
257,123
258,124
259,125
260,125
261,126
262,126
263,126
264,126
265,126
266,126
267,126
268,127
269,127
270,127
271,128
272,128
273,128
274,128
275,129
276,130
277,130
278,130
279,130
280,130
281,130
282,130
283,130
284,130
285,130
286,130
287,130
288,130
289,131
290,131
291,131
292,131
293,131
294,131
295,131
296,131
297,131
298,131
299,131
300,131
301,131
302,131
303,131
304,131
305,131
306,131
307,131
308,131
309,131
310,131
311,131
312,131
313,131
314,131
315,131
316,131
317,131
318,132
319,132
320,133
321,133
322,133
323,133
324,133
325,133
326,133
327,133
328,133
329,133
330,133
331,133
332,133
333,133
334,133
335,133
336,133
337,133
338,133
339,133
340,133
341,133
342,133
343,133
344,133
345,133
346,133
347,133
348,133
349,133
350,133
351,133
352,133
353,133
354,133
355,133
356,133
357,133
358,133
359,133
360,133
361,133
362,133
363,133
364,133
365,133
366,133
367,133
368,133
369,133
370,133
371,133
372,133
373,133
374,133
375,133
376,133
377,133
378,133
379,133
380,133
381,133
382,133
383,133
384,133
385,133
386,133
387,133
388,133
389,133
390,133
391,133
392,133
393,133
394,133
395,133
396,133
397,133
398,133
399,133
400,133
401,133
402,133
403,133
404,133
405,133
406,133
407,133
408,133
409,133
410,133
411,133
412,133
413,133
414,133
415,133
416,133
417,133
418,133
419,133
420,133
421,133
422,133
423,133
424,133
425,133
426,133
427,133
428,133
429,133
430,133
431,133
432,133
433,133
434,133
435,133
436,133
437,133
438,133
439,133
440,133
441,133
442,133
443,133
444,133
445,133
446,133
447,133
448,133
449,133
450,133
451,133
452,133
453,133
454,133
455,133
456,133
457,133
458,133
459,133
460,133
461,133
462,134
463,134
464,134
465,134
466,134
467,134
468,134
469,134
470,134
471,134
472,134
473,134
474,134
475,134
476,134
477,134
478,134
479,134
480,134
481,134
482,134
483,134
484,134
485,134
486,134
487,134
488,134
489,134
490,134
491,134
492,134
493,134
494,134
495,134
496,134
497,134
498,134
499,134
500,134
501,134
502,134
503,134
504,134
505,134
506,134
507,134
508,134
509,134
510,134
511,134
512,134
513,134
514,134
515,134
516,134
517,134
518,134
519,134
520,134
521,134
522,134
523,134
524,134
525,134
526,134
527,134
528,134
529,134
530,134
531,134
532,134
533,134
534,134
535,134
536,134
537,134
538,134
539,134
540,134
541,134
542,134
543,134
544,134
545,134
546,134
547,134
548,134
549,134
550,134
551,134
552,134
553,134
554,134
555,134
556,134
557,134
558,134
559,134
560,134
561,134
562,134
563,134
564,134
565,134
566,134
567,134
568,134
569,134
570,134
571,134
572,134
573,134
574,134
575,134
576,134
577,134
578,134
579,134
580,134
581,134
582,134
583,134
584,134
585,134
586,134
587,134
588,134
589,134
590,134
591,134
592,134
593,134
594,135
595,135
596,136
597,137
598,137
599,137
600,137
601,138
602,138
603,138
604,138
605,138
606,138
607,138
